,Date,PlayerID,Duration,RPE,SessionLoad,DailyLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,AcuteLoad,ChronicLoad,SessionType_Combat,SessionType_Conditioning,SessionType_Game,SessionType_Mobility/Recovery,SessionType_Skills,SessionType_Speed,SessionType_Strength
1953,2017-10-12,15,60.0,3.0,180.0,650.0,1.08,8.0,8.0,2.0,190.0,176.0,0,0,0,0,0,1,0
1954,2017-10-12,17,60.0,3.0,180.0,550.0,1.17,6.0,7.0,2.0,232.86,199.33,0,0,0,0,0,0,1
1955,2017-10-12,14,90.0,3.0,270.0,810.0,1.14,8.0,8.0,2.0,529.29,464.83,0,0,0,0,1,0,0
1956,2017-10-12,14,30.0,3.0,90.0,810.0,1.14,8.0,8.0,2.0,529.29,464.83,0,0,0,0,0,1,0
1957,2017-10-12,13,30.0,0.0,0.0,890.0,1.18,9.0,9.0,2.0,657.14,558.5,0,0,0,1,0,0,0
1958,2017-10-12,13,70.0,5.0,350.0,890.0,1.18,9.0,9.0,2.0,657.14,558.5,0,0,0,0,0,0,1
1959,2017-10-12,13,90.0,5.0,450.0,890.0,1.18,9.0,9.0,2.0,657.14,558.5,0,0,0,0,1,0,0
1960,2017-10-12,13,30.0,3.0,90.0,890.0,1.18,9.0,9.0,2.0,657.14,558.5,0,0,0,0,0,1,0
1962,2017-10-12,11,25.0,1.0,25.0,970.0,1.15,5.0,6.0,2.0,746.43,646.5,0,0,0,1,0,0,0
1963,2017-10-12,14,90.0,5.0,450.0,810.0,1.14,8.0,8.0,2.0,529.29,464.83,0,0,0,0,0,0,1
1964,2017-10-13,9,90.0,5.0,450.0,690.0,0.96,9.0,9.0,2.0,404.29,423.0,0,0,0,0,0,0,1
1966,2017-10-13,7,90.0,7.0,630.0,1455.0,1.12,8.0,8.0,2.0,660.0,589.5,0,0,0,0,0,0,1
1967,2017-10-13,7,75.0,8.0,600.0,1455.0,1.12,8.0,8.0,2.0,660.0,589.5,0,1,0,0,0,0,0
1968,2017-10-13,7,45.0,5.0,225.0,1455.0,1.12,8.0,8.0,2.0,660.0,589.5,0,0,0,0,0,1,0
1969,2017-10-13,4,90.0,3.0,270.0,825.0,0.97,8.0,8.0,2.0,467.14,480.17,0,0,0,0,0,0,1
1970,2017-10-13,4,60.0,7.0,420.0,825.0,0.97,8.0,8.0,2.0,467.14,480.17,0,0,0,0,1,0,0
1971,2017-10-13,2,45.0,6.0,270.0,1290.0,0.69,8.0,8.0,2.0,360.0,523.67,0,0,0,0,0,1,0
1973,2017-10-13,2,90.0,6.0,540.0,1290.0,0.69,10.0,9.0,2.0,360.0,523.67,0,0,0,0,0,0,1
1974,2017-10-13,2,60.0,8.0,480.0,1290.0,0.69,8.0,8.0,2.0,360.0,523.67,0,1,0,0,0,0,0
1975,2017-10-13,1,90.0,5.0,450.0,1080.0,1.18,10.0,10.0,2.0,562.14,476.17,0,0,0,0,0,0,1
1976,2017-10-13,1,90.0,5.0,450.0,1080.0,1.18,10.0,10.0,2.0,562.14,476.17,0,0,0,0,1,0,0
1977,2017-10-13,1,60.0,3.0,180.0,1080.0,1.18,10.0,10.0,2.0,562.14,476.17,0,0,0,0,0,1,0
1978,2017-10-13,9,30.0,5.0,150.0,690.0,0.96,9.0,9.0,2.0,404.29,423.0,0,1,0,0,0,0,0
1979,2017-10-13,4,45.0,3.0,135.0,825.0,0.97,8.0,8.0,0.0,467.14,480.17,0,0,0,0,0,1,0
1980,2017-10-13,9,30.0,3.0,90.0,690.0,0.96,9.0,9.0,2.0,404.29,423.0,0,0,0,0,1,0,0
1981,2017-10-13,13,50.0,6.0,300.0,1380.0,1.09,8.0,9.0,2.0,655.0,599.17,0,0,0,0,0,1,0
1982,2017-10-13,10,60.0,8.0,480.0,1050.0,1.24,8.0,8.0,2.0,480.0,388.33,0,1,0,0,0,0,0
1983,2017-10-13,17,60.0,3.0,180.0,530.0,1.03,7.0,9.0,1.0,222.86,217.0,0,0,0,0,0,0,1
1984,2017-10-13,17,70.0,5.0,350.0,530.0,1.03,7.0,9.0,2.0,222.86,217.0,0,1,0,0,0,0,0
1985,2017-10-13,16,120.0,5.0,600.0,780.0,1.11,9.0,7.0,2.0,498.57,447.17,0,0,0,0,0,0,1
1986,2017-10-13,16,80.0,0.0,0.0,780.0,1.11,9.0,7.0,0.0,498.57,447.17,0,0,0,0,1,0,0
1987,2017-10-13,16,45.0,4.0,180.0,780.0,1.11,9.0,7.0,0.0,498.57,447.17,0,1,0,0,0,0,0
1988,2017-10-13,15,40.0,3.0,120.0,1040.0,1.61,9.0,8.0,2.0,338.57,210.67,0,0,0,0,0,0,1
1989,2017-10-13,10,45.0,6.0,270.0,1050.0,1.24,7.0,8.0,2.0,480.0,388.33,0,0,0,0,0,1,0
1990,2017-10-13,15,50.0,4.0,200.0,1040.0,1.61,9.0,8.0,2.0,338.57,210.67,0,0,0,0,0,1,0
1991,2017-10-13,15,90.0,8.0,720.0,1040.0,1.61,9.0,8.0,2.0,338.57,210.67,0,1,0,0,0,0,0
1992,2017-10-13,13,60.0,9.0,540.0,1380.0,1.09,8.0,9.0,2.0,655.0,599.17,0,1,0,0,0,0,0
1993,2017-10-13,13,30.0,3.0,90.0,1380.0,1.09,8.0,9.0,2.0,655.0,599.17,0,0,0,0,1,0,0
1994,2017-10-13,11,90.0,7.0,630.0,1345.0,1.19,7.0,10.0,2.0,803.57,674.0,0,0,0,0,0,0,1
1995,2017-10-13,11,75.0,5.0,375.0,1345.0,1.19,7.0,10.0,2.0,803.57,674.0,0,0,0,0,1,0,0
1996,2017-10-13,11,30.0,6.0,180.0,1345.0,1.19,7.0,10.0,2.0,803.57,674.0,0,1,0,0,0,0,0
1997,2017-10-13,11,40.0,4.0,160.0,1345.0,1.19,7.0,10.0,2.0,803.57,674.0,0,0,0,0,0,1,0
1998,2017-10-13,10,75.0,4.0,300.0,1050.0,1.24,9.0,7.0,2.0,480.0,388.33,0,0,0,0,0,0,1
1999,2017-10-13,13,90.0,5.0,450.0,1380.0,1.09,8.0,9.0,2.0,655.0,599.17,0,0,0,0,0,0,1
2002,2017-10-14,3,60.0,5.0,300.0,300.0,1.53,8.0,8.0,2.0,233.57,152.5,0,0,0,0,0,0,1
2004,2017-10-14,9,30.0,5.0,150.0,150.0,1.04,9.0,9.0,2.0,425.71,407.5,0,1,0,0,0,0,0
2017,2017-10-15,11,60.0,4.0,240.0,240.0,1.23,8.0,7.0,2.0,797.14,647.5,0,0,0,0,0,1,0
2018,2017-10-15,13,30.0,0.0,0.0,0.0,1.12,9.0,9.0,2.0,655.0,587.17,0,0,0,1,0,0,0
2022,2017-10-16,8,60.0,4.0,240.0,480.0,0.56,9.0,7.0,2.0,284.29,503.67,0,0,0,0,0,0,1
2023,2017-10-16,1,60.0,3.0,180.0,180.0,0.92,7.0,7.0,1.0,429.29,468.83,0,0,0,0,0,1,0
2024,2017-10-16,2,45.0,4.0,180.0,180.0,0.78,10.0,8.0,2.0,385.71,493.17,0,0,0,0,0,1,0
2025,2017-10-16,3,60.0,5.0,300.0,300.0,1.19,8.0,8.0,2.0,192.86,162.5,0,0,0,0,0,0,1
2026,2017-10-16,4,45.0,3.0,135.0,135.0,0.76,9.0,7.0,2.0,364.29,480.67,0,0,0,0,0,1,0
2027,2017-10-16,7,45.0,4.0,180.0,180.0,0.93,7.0,9.0,2.0,540.0,583.0,0,0,0,0,0,1,0
2028,2017-10-16,8,60.0,4.0,240.0,480.0,0.56,8.0,8.0,1.0,284.29,503.67,0,0,0,0,0,1,0
2030,2017-10-16,14,45.0,3.0,135.0,135.0,0.53,8.0,10.0,2.0,237.86,452.33,0,0,0,0,0,1,0
2031,2017-10-16,11,45.0,4.0,180.0,180.0,0.89,10.0,7.0,2.0,581.43,653.5,0,0,0,0,0,0,1
2032,2017-10-16,12,45.0,3.0,135.0,315.0,0.55,7.0,7.0,2.0,143.57,262.33,0,0,0,0,0,1,0
2033,2017-10-16,12,60.0,3.0,180.0,315.0,0.55,7.0,7.0,2.0,143.57,262.33,0,0,0,0,0,0,1
2034,2017-10-16,13,45.0,4.0,180.0,180.0,0.86,8.0,10.0,2.0,511.43,593.17,0,0,0,0,0,1,0
2035,2017-10-16,16,50.0,5.0,250.0,880.0,1.05,9.0,9.0,2.0,484.29,459.83,0,1,0,0,0,0,0
2036,2017-10-16,16,30.0,1.0,30.0,880.0,1.05,9.0,9.0,2.0,484.29,459.83,0,0,0,1,0,0,0
2037,2017-10-16,17,40.0,2.0,80.0,80.0,0.75,9.0,5.0,2.0,165.71,219.67,0,0,0,0,0,1,0
2038,2017-10-16,10,30.0,0.0,0.0,0.0,0.91,8.0,10.0,2.0,353.57,388.33,0,0,0,0,0,1,0
2039,2017-10-16,16,120.0,5.0,600.0,880.0,1.05,9.0,9.0,0.0,484.29,459.83,0,0,0,0,0,0,1
2040,2017-10-17,3,60.0,5.0,300.0,480.0,1.22,8.0,8.0,2.0,218.57,178.5,0,0,0,0,0,0,1
2043,2017-10-17,16,120.0,6.0,720.0,770.0,1.13,8.0,8.0,0.0,547.14,485.5,0,0,0,0,0,0,1
2044,2017-10-17,16,50.0,1.0,50.0,770.0,1.13,7.0,8.0,2.0,547.14,485.5,0,0,0,1,0,0,0
2045,2017-10-17,3,45.0,4.0,180.0,480.0,1.22,8.0,8.0,2.0,218.57,178.5,0,0,0,0,0,1,0
2047,2017-10-18,3,30.0,5.0,150.0,150.0,1.19,8.0,8.0,2.0,218.57,183.5,0,1,0,0,0,0,0
2048,2017-10-18,7,45.0,3.0,135.0,135.0,0.71,9.0,6.0,2.0,390.0,550.0,0,0,0,0,1,0,0
2049,2017-10-18,8,60.0,4.0,240.0,240.0,0.29,8.0,8.0,2.0,141.43,485.67,0,0,0,0,1,0,0
2050,2017-10-18,9,60.0,6.0,360.0,390.0,0.49,9.0,9.0,2.0,185.71,378.5,0,0,0,0,1,0,0
2051,2017-10-18,9,30.0,1.0,30.0,390.0,0.49,9.0,9.0,2.0,185.71,378.5,0,0,0,1,0,0,0
2052,2017-10-18,10,60.0,7.0,420.0,420.0,0.83,9.0,7.0,2.0,315.0,377.33,0,0,0,0,1,0,0
2053,2017-10-18,4,60.0,5.0,300.0,300.0,0.59,9.0,10.0,2.0,272.14,464.17,0,0,0,0,1,0,0
2054,2017-10-18,11,30.0,3.0,90.0,290.0,0.69,8.0,10.0,2.0,432.14,628.17,0,0,0,1,0,0,0
2055,2017-10-18,12,60.0,3.0,180.0,180.0,0.28,6.0,6.0,2.0,70.71,248.83,0,0,0,0,1,0,0
2056,2017-10-18,13,60.0,5.0,300.0,300.0,0.68,10.0,6.0,2.0,392.86,574.67,0,0,0,0,1,0,0
2057,2017-10-18,13,60.0,0.0,0.0,300.0,0.68,8.0,9.0,2.0,392.86,574.67,0,0,0,1,0,0,0
2058,2017-10-18,14,60.0,3.0,180.0,180.0,0.37,7.0,7.0,1.0,160.71,433.83,0,0,0,0,1,0,0
2059,2017-10-18,15,80.0,3.0,240.0,240.0,1.38,7.0,8.0,0.0,275.71,200.0,0,1,0,0,0,0,0
2060,2017-10-18,16,60.0,1.0,60.0,60.0,1.08,9.0,9.0,2.0,498.57,461.5,0,0,0,1,0,0,0
2061,2017-10-18,17,60.0,4.0,240.0,240.0,0.88,8.0,7.0,2.0,200.0,227.67,0,1,0,0,0,0,0
2062,2017-10-18,11,50.0,4.0,200.0,290.0,0.69,8.0,10.0,1.0,432.14,628.17,0,0,0,0,1,0,0
2063,2017-10-19,9,120.0,5.0,600.0,1080.0,0.84,9.0,10.0,2.0,330.0,392.5,0,0,0,0,0,0,1
2064,2017-10-19,9,120.0,4.0,480.0,1080.0,0.84,9.0,10.0,2.0,330.0,392.5,0,0,0,0,1,0,0
2065,2017-10-19,8,90.0,7.0,630.0,1110.0,0.52,6.0,8.0,2.0,261.43,498.67,0,0,0,0,0,0,1
2066,2017-10-19,8,120.0,4.0,480.0,1110.0,0.52,6.0,8.0,2.0,261.43,498.67,0,0,0,0,1,0,0
2067,2017-10-19,7,100.0,6.0,600.0,960.0,0.7,8.0,8.0,2.0,390.0,560.0,0,0,0,0,0,0,1
2068,2017-10-19,7,90.0,4.0,360.0,960.0,0.7,8.0,8.0,1.0,390.0,560.0,0,0,0,0,1,0,0
2069,2017-10-19,3,60.0,5.0,300.0,450.0,1.27,8.0,8.0,2.0,240.0,188.5,0,0,0,0,0,0,1
2070,2017-10-19,4,90.0,5.0,450.0,1050.0,0.69,8.0,8.0,2.0,330.0,478.17,0,0,0,0,1,0,0
2071,2017-10-19,3,30.0,5.0,150.0,450.0,1.27,8.0,8.0,2.0,240.0,188.5,0,1,0,0,0,0,0
2072,2017-10-19,2,110.0,6.0,660.0,1020.0,0.76,7.0,9.0,2.0,355.71,468.67,0,0,0,0,0,0,1
2073,2017-10-19,2,90.0,4.0,360.0,1020.0,0.76,10.0,8.0,2.0,355.71,468.67,0,0,0,0,1,0,0
2075,2017-10-19,4,120.0,5.0,600.0,1050.0,0.69,8.0,8.0,2.0,330.0,478.17,0,0,0,0,0,0,1
2076,2017-10-19,9,30.0,0.0,0.0,1080.0,0.84,9.0,10.0,2.0,330.0,392.5,0,0,0,1,0,0,0
2077,2017-10-19,11,30.0,3.0,90.0,885.0,0.65,8.0,10.0,2.0,420.0,642.5,0,0,0,1,0,0,0
2078,2017-10-19,11,60.0,4.0,240.0,885.0,0.65,8.0,10.0,2.0,420.0,642.5,0,0,0,0,1,0,0
2079,2017-10-19,11,35.0,3.0,105.0,885.0,0.65,8.0,10.0,2.0,420.0,642.5,0,0,0,0,0,1,0
2080,2017-10-19,17,60.0,3.0,180.0,510.0,0.79,7.0,8.0,2.0,194.29,244.67,0,0,0,0,0,0,1
2081,2017-10-19,17,110.0,3.0,330.0,510.0,0.79,7.0,8.0,1.0,194.29,244.67,0,0,0,0,1,0,0
2082,2017-10-19,16,40.0,2.0,80.0,1370.0,1.12,8.0,8.0,2.0,551.43,492.67,0,0,0,1,0,0,0
2083,2017-10-19,16,120.0,7.0,840.0,1370.0,1.12,7.0,4.0,2.0,551.43,492.67,0,0,0,0,0,0,1
2084,2017-10-19,14,120.0,5.0,600.0,960.0,0.41,8.0,7.0,2.0,182.14,447.83,0,0,0,0,0,0,1
2085,2017-10-19,16,50.0,9.0,450.0,1370.0,1.12,8.0,9.0,2.0,551.43,492.67,0,1,0,0,0,0,0
2086,2017-10-19,13,15.0,0.0,0.0,1050.0,0.72,8.0,8.0,2.0,415.71,578.67,0,0,0,1,0,0,0
2087,2017-10-19,13,120.0,5.0,600.0,1050.0,0.72,8.0,8.0,2.0,415.71,578.67,0,0,0,0,0,0,1
2088,2017-10-19,13,90.0,5.0,450.0,1050.0,0.72,8.0,8.0,0.0,415.71,578.67,0,0,0,0,1,0,0
2089,2017-10-19,12,90.0,5.0,450.0,630.0,0.63,7.0,7.0,2.0,160.71,255.83,0,0,0,0,0,0,1
2090,2017-10-19,12,60.0,3.0,180.0,630.0,0.63,7.0,7.0,2.0,160.71,255.83,0,0,0,0,1,0,0
2091,2017-10-19,11,90.0,5.0,450.0,885.0,0.65,8.0,10.0,2.0,420.0,642.5,0,0,0,0,0,0,1
2092,2017-10-19,14,90.0,4.0,360.0,960.0,0.41,8.0,7.0,0.0,182.14,447.83,0,0,0,0,1,0,0
2095,2017-10-20,2,30.0,3.0,90.0,90.0,0.4,8.0,8.0,2.0,184.29,460.67,0,0,0,1,0,0,0
2096,2017-10-20,3,30.0,5.0,150.0,150.0,1.35,8.0,8.0,2.0,261.43,193.5,0,1,0,0,0,0,0
2098,2017-10-20,8,40.0,2.0,80.0,80.0,0.55,9.0,10.0,2.0,272.86,498.83,0,0,0,1,0,0,0
2100,2017-10-20,13,60.0,0.0,0.0,0.0,0.38,8.0,9.0,2.0,218.57,575.67,0,0,0,1,0,0,0
2101,2017-10-20,16,45.0,5.0,225.0,1065.0,1.14,8.0,8.0,2.0,592.14,520.5,0,1,0,0,0,0,0
2102,2017-10-20,16,120.0,7.0,840.0,1065.0,1.14,7.0,9.0,2.0,592.14,520.5,0,0,0,0,0,0,1
2105,2017-10-21,8,75.0,4.0,300.0,975.0,0.83,7.0,8.0,0.0,412.14,495.83,0,0,0,0,0,0,1
2106,2017-10-21,8,90.0,6.0,540.0,975.0,0.83,8.0,8.0,2.0,412.14,495.83,0,0,0,0,1,0,0
2107,2017-10-21,8,45.0,3.0,135.0,975.0,0.83,8.0,8.0,2.0,412.14,495.83,0,0,0,0,0,1,0
2108,2017-10-21,7,30.0,5.0,150.0,1050.0,0.59,8.0,7.0,2.0,332.14,558.5,0,0,0,0,0,1,0
2109,2017-10-21,7,75.0,5.0,375.0,1050.0,0.59,8.0,7.0,0.0,332.14,558.5,0,0,0,0,0,0,1
2110,2017-10-21,7,45.0,9.0,405.0,1050.0,0.59,8.0,7.0,2.0,332.14,558.5,0,1,0,0,0,0,0
2111,2017-10-21,7,30.0,4.0,120.0,1050.0,0.59,8.0,7.0,1.0,332.14,558.5,0,0,0,0,1,0,0
2113,2017-10-21,6,90.0,6.0,540.0,980.0,0.3,7.0,7.0,2.0,140.0,471.83,0,0,0,0,1,0,0
2114,2017-10-21,6,30.0,3.0,90.0,980.0,0.3,7.0,7.0,2.0,140.0,471.83,0,0,0,0,0,1,0
2115,2017-10-21,4,90.0,5.0,450.0,990.0,0.74,8.0,8.0,2.0,353.57,478.17,0,0,0,0,0,0,1
2116,2017-10-21,4,90.0,5.0,450.0,990.0,0.74,8.0,8.0,2.0,353.57,478.17,0,0,0,0,1,0,0
2117,2017-10-21,4,30.0,3.0,90.0,990.0,0.74,8.0,8.0,2.0,353.57,478.17,0,0,0,0,0,1,0
2119,2017-10-21,6,70.0,5.0,350.0,980.0,0.3,7.0,7.0,2.0,140.0,471.83,0,0,0,0,0,0,1
2120,2017-10-21,9,5.0,7.0,35.0,635.0,0.85,9.0,9.0,2.0,300.71,355.17,0,1,0,0,0,0,0
2121,2017-10-21,11,60.0,5.0,300.0,1125.0,0.64,7.0,10.0,2.0,388.57,609.33,0,0,0,0,1,0,0
2122,2017-10-21,9,75.0,4.0,300.0,635.0,0.85,9.0,9.0,2.0,300.71,355.17,0,0,0,0,0,0,1
2123,2017-10-21,17,60.0,3.0,180.0,780.0,0.91,8.0,9.0,2.0,230.0,251.5,0,0,0,0,0,0,1
2124,2017-10-21,9,75.0,4.0,300.0,635.0,0.85,9.0,9.0,2.0,300.71,355.17,0,0,0,0,1,0,0
2125,2017-10-21,17,120.0,5.0,600.0,780.0,0.91,8.0,9.0,2.0,230.0,251.5,0,0,0,0,1,0,0
2127,2017-10-21,13,90.0,5.0,450.0,1245.0,0.68,8.0,8.0,2.0,396.43,581.17,0,0,0,0,0,0,1
2128,2017-10-21,13,60.0,5.0,300.0,1245.0,0.68,8.0,8.0,0.0,396.43,581.17,0,0,0,0,1,0,0
2129,2017-10-21,13,30.0,9.0,270.0,1245.0,0.68,8.0,8.0,2.0,396.43,581.17,0,1,0,0,0,0,0
2130,2017-10-21,13,45.0,5.0,225.0,1245.0,0.68,8.0,8.0,2.0,396.43,581.17,0,0,0,0,0,1,0
2131,2017-10-21,13,30.0,0.0,0.0,1245.0,0.68,8.0,8.0,2.0,396.43,581.17,0,0,0,1,0,0,0
2132,2017-10-21,12,60.0,4.0,240.0,750.0,0.97,8.0,8.0,2.0,267.86,274.83,0,1,0,0,0,0,0
2133,2017-10-21,12,15.0,4.0,60.0,750.0,0.97,8.0,8.0,2.0,267.86,274.83,0,0,0,0,0,1,0
2134,2017-10-21,11,30.0,3.0,90.0,1125.0,0.64,7.0,10.0,2.0,388.57,609.33,0,0,0,1,0,0,0
2135,2017-10-21,11,90.0,7.0,630.0,1125.0,0.64,7.0,10.0,0.0,388.57,609.33,0,0,0,0,0,0,1
2136,2017-10-21,11,35.0,3.0,105.0,1125.0,0.64,7.0,10.0,1.0,388.57,609.33,0,0,0,0,0,1,0
2137,2017-10-21,9,30.0,0.0,0.0,635.0,0.85,9.0,9.0,2.0,300.71,355.17,0,0,0,1,0,0,0
2138,2017-10-21,12,90.0,5.0,450.0,750.0,0.97,8.0,8.0,0.0,267.86,274.83,0,0,0,0,0,0,1
2139,2017-10-22,7,120.0,1.0,120.0,750.0,0.79,9.0,8.0,2.0,439.29,559.0,0,1,0,0,0,0,0
2140,2017-10-22,9,60.0,0.0,0.0,240.0,0.97,9.0,9.0,2.0,335.0,345.17,0,0,0,1,0,0,0
2141,2017-10-22,9,30.0,8.0,240.0,240.0,0.97,9.0,9.0,2.0,335.0,345.17,0,1,0,0,0,0,0
2142,2017-10-22,8,90.0,7.0,630.0,990.0,1.15,4.0,7.0,2.0,553.57,479.33,0,0,0,0,0,0,1
2143,2017-10-22,8,90.0,1.0,90.0,990.0,1.15,4.0,7.0,2.0,553.57,479.33,0,0,0,0,1,0,0
2144,2017-10-22,8,30.0,9.0,270.0,990.0,1.15,4.0,7.0,2.0,553.57,479.33,0,1,0,0,0,0,0
2145,2017-10-22,7,90.0,7.0,630.0,750.0,0.79,9.0,8.0,2.0,439.29,559.0,0,0,0,0,0,0,1
2146,2017-10-22,6,90.0,8.0,720.0,1800.0,0.83,7.0,7.0,2.0,397.14,480.33,0,0,0,0,0,0,1
2147,2017-10-22,2,30.0,2.0,60.0,210.0,0.54,10.0,7.0,2.0,214.29,394.67,0,0,0,0,1,0,0
2148,2017-10-22,4,90.0,5.0,450.0,1530.0,1.16,8.0,8.0,2.0,572.14,494.17,0,0,0,0,0,0,1
2149,2017-10-22,4,120.0,9.0,1080.0,1530.0,1.16,8.0,8.0,2.0,572.14,494.17,0,1,0,0,0,0,0
2151,2017-10-22,2,45.0,1.0,45.0,210.0,0.54,9.0,7.0,2.0,214.29,394.67,0,0,0,1,0,0,0
2152,2017-10-22,2,35.0,3.0,105.0,210.0,0.54,8.0,8.0,2.0,214.29,394.67,0,0,0,0,0,0,1
2154,2017-10-22,11,35.0,3.0,105.0,830.0,0.79,8.0,10.0,2.0,472.86,596.33,0,0,0,0,0,1,0
2155,2017-10-22,6,120.0,9.0,1080.0,1800.0,0.83,7.0,7.0,1.0,397.14,480.33,0,0,0,0,1,0,0
2156,2017-10-22,11,20.0,3.0,60.0,830.0,0.79,8.0,10.0,2.0,472.86,596.33,0,0,0,0,1,0,0
2157,2017-10-22,17,40.0,7.0,280.0,1640.0,1.54,6.0,9.0,2.0,464.29,301.17,0,1,0,0,0,0,0
2158,2017-10-22,11,70.0,6.0,420.0,830.0,0.79,8.0,10.0,2.0,472.86,596.33,0,0,0,0,0,0,1
2159,2017-10-22,17,60.0,0.0,0.0,1640.0,1.54,6.0,9.0,2.0,464.29,301.17,0,0,0,1,0,0,0
2160,2017-10-22,17,60.0,9.0,540.0,1640.0,1.54,6.0,9.0,2.0,464.29,301.17,0,0,0,0,1,0,0
2161,2017-10-22,17,40.0,7.0,280.0,1640.0,1.54,6.0,9.0,2.0,464.29,301.17,0,1,0,0,0,0,0
2162,2017-10-22,17,60.0,0.0,0.0,1640.0,1.54,6.0,9.0,0.0,464.29,301.17,0,0,0,1,0,0,0
2163,2017-10-22,17,60.0,9.0,540.0,1640.0,1.54,6.0,9.0,2.0,464.29,301.17,0,0,0,0,1,0,0
2164,2017-10-22,11,35.0,7.0,245.0,830.0,0.79,8.0,10.0,2.0,472.86,596.33,0,1,0,0,0,0,0
2165,2017-10-22,15,90.0,5.0,450.0,1440.0,1.19,9.0,8.0,2.0,240.0,202.0,0,0,0,0,0,0,1
2166,2017-10-22,15,90.0,8.0,720.0,1440.0,1.19,9.0,8.0,2.0,240.0,202.0,0,0,0,0,1,0,0
2168,2017-10-22,14,60.0,9.0,540.0,740.0,0.71,8.0,9.0,2.0,287.86,406.67,0,0,0,0,1,0,0
2169,2017-10-22,14,40.0,5.0,200.0,740.0,0.71,8.0,9.0,0.0,287.86,406.67,0,1,0,0,0,0,0
2170,2017-10-22,13,20.0,0.0,0.0,810.0,0.89,8.0,8.0,2.0,512.14,577.67,0,0,0,1,0,0,0
2171,2017-10-22,13,30.0,3.0,90.0,810.0,0.89,8.0,8.0,2.0,512.14,577.67,0,0,0,0,1,0,0
2172,2017-10-22,13,90.0,7.0,630.0,810.0,0.89,8.0,8.0,2.0,512.14,577.67,0,0,0,0,0,0,1
2173,2017-10-22,13,90.0,1.0,90.0,810.0,0.89,8.0,8.0,2.0,512.14,577.67,0,1,0,0,0,0,0
2174,2017-10-22,12,110.0,5.0,550.0,1000.0,1.51,8.0,8.0,0.0,410.71,272.17,0,0,0,0,0,0,1
2175,2017-10-22,12,90.0,5.0,450.0,1000.0,1.51,8.0,8.0,2.0,410.71,272.17,0,0,0,0,1,0,0
2176,2017-10-22,15,30.0,9.0,270.0,1440.0,1.19,9.0,8.0,2.0,240.0,202.0,0,1,0,0,0,0,0
2177,2017-10-23,1,30.0,1.0,30.0,30.0,0.01,7.0,8.0,0.0,4.29,362.17,0,0,0,0,0,0,1
2178,2017-10-23,2,30.0,2.0,60.0,60.0,0.5,8.0,8.0,2.0,197.14,396.67,0,0,0,1,0,0,0
2179,2017-10-23,3,30.0,5.0,150.0,150.0,1.06,8.0,8.0,2.0,197.14,186.0,0,1,0,0,0,0,0
2180,2017-10-23,5,30.0,5.0,150.0,600.0,1.19,8.0,10.0,2.0,85.71,72.0,0,0,0,0,0,1,0
2181,2017-10-23,5,90.0,5.0,450.0,600.0,1.19,8.0,9.0,2.0,85.71,72.0,0,0,0,0,0,0,1
2182,2017-10-23,6,30.0,0.0,0.0,0.0,0.83,7.0,3.0,2.0,397.14,480.33,0,0,0,1,0,0,0
2184,2017-10-23,11,40.0,2.0,80.0,80.0,0.77,7.0,7.0,2.0,458.57,599.0,0,0,0,1,0,0,0
2187,2017-10-23,13,60.0,0.0,0.0,0.0,0.84,7.0,9.0,2.0,486.43,577.67,0,0,0,1,0,0,0
2189,2017-10-23,16,40.0,3.0,120.0,840.0,1.18,8.0,9.0,1.0,586.43,497.0,0,0,0,0,0,1,0
2190,2017-10-23,16,120.0,6.0,720.0,840.0,1.18,8.0,7.0,1.0,586.43,497.0,0,0,0,0,0,0,1
2192,2017-10-23,8,45.0,1.0,45.0,45.0,1.02,7.0,9.0,2.0,491.43,480.83,0,0,0,1,0,0,0
2193,2017-10-24,9,60.0,3.0,180.0,540.0,1.16,9.0,9.0,2.0,412.14,355.67,0,0,0,0,0,0,1
2194,2017-10-24,9,120.0,3.0,360.0,540.0,1.16,9.0,9.0,2.0,412.14,355.67,0,0,0,0,1,0,0
2195,2017-10-24,8,60.0,3.0,180.0,540.0,1.14,8.0,8.0,2.0,568.57,498.83,0,0,0,0,0,0,1
2196,2017-10-24,8,120.0,3.0,360.0,540.0,1.14,8.0,8.0,2.0,568.57,498.83,0,0,0,0,1,0,0
2197,2017-10-24,7,90.0,3.0,270.0,495.0,0.84,7.0,5.0,2.0,484.29,575.5,0,0,0,0,1,0,0
2198,2017-10-24,5,90.0,5.0,450.0,450.0,1.72,9.0,8.0,2.0,150.0,87.0,0,0,0,0,0,0,1
2199,2017-10-24,2,40.0,1.0,40.0,385.0,0.62,8.0,8.0,0.0,252.14,409.5,0,0,0,1,0,0,0
2200,2017-10-24,4,90.0,3.0,270.0,450.0,1.21,7.0,7.0,2.0,617.14,509.17,0,0,0,0,1,0,0
2201,2017-10-24,9,30.0,0.0,0.0,540.0,1.16,9.0,9.0,2.0,412.14,355.67,0,0,0,1,0,0,0
2202,2017-10-24,2,25.0,3.0,75.0,385.0,0.62,8.0,8.0,2.0,252.14,409.5,0,0,0,0,0,0,1
2203,2017-10-24,2,90.0,3.0,270.0,385.0,0.62,8.0,9.0,2.0,252.14,409.5,0,0,0,0,1,0,0
